"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071229","GO:0071229","cellular response to acid chemical","2/96","66/12100",0.0964500318025523,0.350240993193483,0.309408652791634,"XBP1/KLF2",2
"GO:1900542","GO:1900542","regulation of purine nucleotide metabolic process","2/96","66/12100",0.0964500318025523,0.350240993193483,0.309408652791634,"DDIT4/HIF1A",2
"GO:0002699","GO:0002699","positive regulation of immune effector process","4/96","220/12100",0.0975336379499249,0.350240993193483,0.309408652791634,"HLA-DRB1/HSPD1/MIF/XBP1",4
"GO:0048871","GO:0048871","multicellular organismal homeostasis","6/96","400/12100",0.098125972900087,0.350240993193483,0.309408652791634,"HSPB1/LYZ/UBB/GADD45G/DDIT3/ARRDC3",6
"GO:0009755","GO:0009755","hormone-mediated signaling pathway","3/96","139/12100",0.0983675944876998,0.350240993193483,0.309408652791634,"FKBP4/PTGES3/YWHAH",3
"GO:0002468","GO:0002468","dendritic cell antigen processing and presentation","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"HLA-DRB1",1
"GO:0006825","GO:0006825","copper ion transport","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"FKBP4",1
"GO:0009125","GO:0009125","nucleoside monophosphate catabolic process","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"UPP1",1
"GO:0009173","GO:0009173","pyrimidine ribonucleoside monophosphate metabolic process","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"UPP1",1
"GO:0010958","GO:0010958","regulation of amino acid import across plasma membrane","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"RGS2",1
"GO:0015867","GO:0015867","ATP transport","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"SLC25A6",1
"GO:0016045","GO:0016045","detection of bacterium","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"HLA-DRB1",1
"GO:0032604","GO:0032604","granulocyte macrophage colony-stimulating factor production","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"PAEP",1
"GO:0032645","GO:0032645","regulation of granulocyte macrophage colony-stimulating factor production","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"PAEP",1
"GO:0043249","GO:0043249","erythrocyte maturation","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"KLF2",1
"GO:0043518","GO:0043518","negative regulation of DNA damage response, signal transduction by p53 class mediator","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"MIF",1
"GO:0048240","GO:0048240","sperm capacitation","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"PAEP",1
"GO:0051132","GO:0051132","NK T cell activation","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"HSPH1",1
"GO:0055119","GO:0055119","relaxation of cardiac muscle","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"RGS2",1
"GO:0060253","GO:0060253","negative regulation of glial cell proliferation","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"HES1",1
"GO:0061307","GO:0061307","cardiac neural crest cell differentiation involved in heart development","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"HES1",1
"GO:0061308","GO:0061308","cardiac neural crest cell development involved in heart development","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"HES1",1
"GO:0070243","GO:0070243","regulation of thymocyte apoptotic process","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"HIF1A",1
"GO:0071236","GO:0071236","cellular response to antibiotic","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"HSPA5",1
"GO:0072170","GO:0072170","metanephric tubule development","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"HES1",1
"GO:0072520","GO:0072520","seminiferous tubule development","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"UBB",1
"GO:0090715","GO:0090715","immunological memory formation process","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"HLA-DRB1",1
"GO:1900103","GO:1900103","positive regulation of endoplasmic reticulum unfolded protein response","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"XBP1",1
"GO:1902166","GO:1902166","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"MIF",1
"GO:1903789","GO:1903789","regulation of amino acid transmembrane transport","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"RGS2",1
"GO:1905214","GO:1905214","regulation of RNA binding","1/96","13/12100",0.0984172184129872,0.350240993193483,0.309408652791634,"EIF4A3",1
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","4/96","221/12100",0.0987576835639718,0.350240993193483,0.309408652791634,"HLA-DRB1/MIF/JUN/CCL3L3",4
"GO:0006757","GO:0006757","ATP generation from ADP","2/96","67/12100",0.0989230286118999,0.350240993193483,0.309408652791634,"DDIT4/HIF1A",2
"GO:0008088","GO:0008088","axo-dendritic transport","2/96","67/12100",0.0989230286118999,0.350240993193483,0.309408652791634,"HSPB1/HIF1A",2
"GO:0014033","GO:0014033","neural crest cell differentiation","2/96","67/12100",0.0989230286118999,0.350240993193483,0.309408652791634,"HES1/HIF1A",2
"GO:0071479","GO:0071479","cellular response to ionizing radiation","2/96","67/12100",0.0989230286118999,0.350240993193483,0.309408652791634,"RHOB/HSPA5",2
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","2/96","67/12100",0.0989230286118999,0.350240993193483,0.309408652791634,"HSP90AA1/KLF2",2
"GO:0010506","GO:0010506","regulation of autophagy","5/96","311/12100",0.101077127419239,0.353036229150474,0.311878010201231,"HSPB1/BAG3/EEF1A1/HIF1A/DDIT3",5
"GO:0002200","GO:0002200","somatic diversification of immune receptors","2/96","68/12100",0.101413883680607,0.353036229150474,0.311878010201231,"HSPD1/HMGB2",2
"GO:0032637","GO:0032637","interleukin-8 production","2/96","68/12100",0.101413883680607,0.353036229150474,0.311878010201231,"HSPA1B/DDIT3",2
"GO:0032677","GO:0032677","regulation of interleukin-8 production","2/96","68/12100",0.101413883680607,0.353036229150474,0.311878010201231,"HSPA1B/DDIT3",2
"GO:0046635","GO:0046635","positive regulation of alpha-beta T cell activation","2/96","68/12100",0.101413883680607,0.353036229150474,0.311878010201231,"HLA-DRB1/HSPH1",2
"GO:0001906","GO:0001906","cell killing","3/96","141/12100",0.10158426744164,0.353036229150474,0.311878010201231,"GNLY/HLA-DRB1/LYZ",3
"GO:1901361","GO:1901361","organic cyclic compound catabolic process","6/96","405/12100",0.102580829200852,0.353036229150474,0.311878010201231,"HSPA1B/DEDD2/UPP1/EIF4A3/ZC3HAV1/YWHAH",6
"GO:0000723","GO:0000723","telomere maintenance","3/96","142/12100",0.103208385914882,0.353036229150474,0.311878010201231,"HSP90AA1/PTGES3/HNRNPA1",3
"GO:0030324","GO:0030324","lung development","3/96","142/12100",0.103208385914882,0.353036229150474,0.311878010201231,"PTGES3/HES1/KLF2",3
"GO:0031345","GO:0031345","negative regulation of cell projection organization","3/96","142/12100",0.103208385914882,0.353036229150474,0.311878010201231,"FKBP4/HES1/YWHAH",3
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","6/96","406/12100",0.103484538481433,0.353036229150474,0.311878010201231,"HLA-DRB1/RPS3/HSPD1/HES1/XBP1/HSPH1",6
"GO:0051258","GO:0051258","protein polymerization","4/96","225/12100",0.103725858345366,0.353036229150474,0.311878010201231,"HSPA1B/HSP90AA1/FKBP4/RPS3",4
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","2/96","69/12100",0.10392216544056,0.353036229150474,0.311878010201231,"HIF1A/CCL3L3",2
"GO:2001021","GO:2001021","negative regulation of response to DNA damage stimulus","2/96","69/12100",0.10392216544056,0.353036229150474,0.311878010201231,"RPS3/MIF",2
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","6/96","407/12100",0.104392474058023,0.353036229150474,0.311878010201231,"HSPA1B/ZFAND2A/RPL11/HSPA5/DDIT3/HERPUD1",6
"GO:0015711","GO:0015711","organic anion transport","4/96","226/12100",0.104985722918768,0.353036229150474,0.311878010201231,"MIF/RGS2/SLC25A6/SLC2A3",4
"GO:0002399","GO:0002399","MHC class II protein complex assembly","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"HLA-DRB1",1
"GO:0002503","GO:0002503","peptide antigen assembly with MHC class II protein complex","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"HLA-DRB1",1
"GO:0002903","GO:0002903","negative regulation of B cell apoptotic process","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"MIF",1
"GO:0006620","GO:0006620","post-translational protein targeting to endoplasmic reticulum membrane","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"HSPA5",1
"GO:0006706","GO:0006706","steroid catabolic process","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"YWHAH",1
"GO:0009130","GO:0009130","pyrimidine nucleoside monophosphate biosynthetic process","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"UPP1",1
"GO:0010738","GO:0010738","regulation of protein kinase A signaling","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"MIF",1
"GO:0019896","GO:0019896","axonal transport of mitochondrion","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"HIF1A",1
"GO:0032310","GO:0032310","prostaglandin secretion","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"MIF",1
"GO:0033033","GO:0033033","negative regulation of myeloid cell apoptotic process","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"MIF",1
"GO:0033151","GO:0033151","V(D)J recombination","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"HMGB2",1
"GO:0042159","GO:0042159","lipoprotein catabolic process","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"CTSD",1
"GO:0043558","GO:0043558","regulation of translational initiation in response to stress","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"PPP1R15A",1
"GO:0045348","GO:0045348","positive regulation of MHC class II biosynthetic process","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"XBP1",1
"GO:0060571","GO:0060571","morphogenesis of an epithelial fold","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"HIF1A",1
"GO:0070206","GO:0070206","protein trimerization","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"MIF",1
"GO:0070431","GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"HSPA1B",1
"GO:0086103","GO:0086103","G protein-coupled receptor signaling pathway involved in heart process","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"RGS2",1
"GO:1903894","GO:1903894","regulation of IRE1-mediated unfolded protein response","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"HSPA5",1
"GO:1904294","GO:1904294","positive regulation of ERAD pathway","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"HERPUD1",1
"GO:2001028","GO:2001028","positive regulation of endothelial cell chemotaxis","1/96","14/12100",0.105577965251107,0.353036229150474,0.311878010201231,"HSPB1",1
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","2/96","70/12100",0.106447447917238,0.353818606733864,0.312569175423908,"HES1/HIF1A",2
"GO:0006140","GO:0006140","regulation of nucleotide metabolic process","2/96","70/12100",0.106447447917238,0.353818606733864,0.312569175423908,"DDIT4/HIF1A",2
"GO:0016239","GO:0016239","positive regulation of macroautophagy","2/96","70/12100",0.106447447917238,0.353818606733864,0.312569175423908,"BAG3/HIF1A",2
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","2/96","70/12100",0.106447447917238,0.353818606733864,0.312569175423908,"PTGES3/MIF",2
"GO:0045785","GO:0045785","positive regulation of cell adhesion","6/96","411/12100",0.108066301124757,0.355948600289465,0.314450846756794,"HLA-DRB1/RPS3/HSPD1/HES1/XBP1/HSPH1",6
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","4/96","229/12100",0.108807505432145,0.355948600289465,0.314450846756794,"SDS/PTGES3/MIF/XBP1",4
"GO:0032729","GO:0032729","positive regulation of interferon-gamma production","2/96","71/12100",0.108989310669673,0.355948600289465,0.314450846756794,"HSPD1/IRF8",2
"GO:0051851","GO:0051851","modulation by host of symbiont process","2/96","71/12100",0.108989310669673,0.355948600289465,0.314450846756794,"EEF1A1/JUN",2
"GO:1900407","GO:1900407","regulation of cellular response to oxidative stress","2/96","71/12100",0.108989310669673,0.355948600289465,0.314450846756794,"HSPB1/HIF1A",2
"GO:0048732","GO:0048732","gland development","5/96","319/12100",0.109493780557009,0.355948600289465,0.314450846756794,"FKBP4/HES1/HIF1A/XBP1/JUN",5
"GO:0030323","GO:0030323","respiratory tube development","3/96","146/12100",0.10980776986002,0.355948600289465,0.314450846756794,"PTGES3/HES1/KLF2",3
"GO:0051170","GO:0051170","import into nucleus","3/96","146/12100",0.10980776986002,0.355948600289465,0.314450846756794,"HSP90AA1/BAG3/HNRNPA1",3
"GO:0045861","GO:0045861","negative regulation of proteolysis","4/96","230/12100",0.11009537189032,0.355948600289465,0.314450846756794,"SERPINH1/RPL11/RPL5/DNAJB6",4
"GO:0016053","GO:0016053","organic acid biosynthetic process","4/96","231/12100",0.111390144913492,0.355948600289465,0.314450846756794,"SDS/PTGES3/MIF/XBP1",4
"GO:0032200","GO:0032200","telomere organization","3/96","147/12100",0.111482845935529,0.355948600289465,0.314450846756794,"HSP90AA1/PTGES3/HNRNPA1",3
"GO:0043433","GO:0043433","negative regulation of DNA-binding transcription factor activity","3/96","147/12100",0.111482845935529,0.355948600289465,0.314450846756794,"ID3/HES1/DDIT3",3
"GO:0006690","GO:0006690","icosanoid metabolic process","2/96","72/12100",0.111547338730993,0.355948600289465,0.314450846756794,"PTGES3/MIF",2
"GO:0061515","GO:0061515","myeloid cell development","2/96","72/12100",0.111547338730993,0.355948600289465,0.314450846756794,"RPS6/KLF2",2
"GO:0000463","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","1/96","15/12100",0.112682426225448,0.355948600289465,0.314450846756794,"RPL7",1
"GO:0010801","GO:0010801","negative regulation of peptidyl-threonine phosphorylation","1/96","15/12100",0.112682426225448,0.355948600289465,0.314450846756794,"DDIT4",1
"GO:0021884","GO:0021884","forebrain neuron development","1/96","15/12100",0.112682426225448,0.355948600289465,0.314450846756794,"UBB",1
"GO:0021895","GO:0021895","cerebral cortex neuron differentiation","1/96","15/12100",0.112682426225448,0.355948600289465,0.314450846756794,"HES1",1
"GO:0032305","GO:0032305","positive regulation of icosanoid secretion","1/96","15/12100",0.112682426225448,0.355948600289465,0.314450846756794,"MIF",1
"GO:0032891","GO:0032891","negative regulation of organic acid transport","1/96","15/12100",0.112682426225448,0.355948600289465,0.314450846756794,"RGS2",1
"GO:0035640","GO:0035640","exploration behavior","1/96","15/12100",0.112682426225448,0.355948600289465,0.314450846756794,"EIF4A3",1
"GO:0042454","GO:0042454","ribonucleoside catabolic process","1/96","15/12100",0.112682426225448,0.355948600289465,0.314450846756794,"UPP1",1
"GO:0043173","GO:0043173","nucleotide salvage","1/96","15/12100",0.112682426225448,0.355948600289465,0.314450846756794,"UPP1",1
"GO:0045579","GO:0045579","positive regulation of B cell differentiation","1/96","15/12100",0.112682426225448,0.355948600289465,0.314450846756794,"XBP1",1
"GO:0048291","GO:0048291","isotype switching to IgG isotypes","1/96","15/12100",0.112682426225448,0.355948600289465,0.314450846756794,"HSPD1",1
"GO:0050862","GO:0050862","positive regulation of T cell receptor signaling pathway","1/96","15/12100",0.112682426225448,0.355948600289465,0.314450846756794,"RPS3",1
"GO:0060644","GO:0060644","mammary gland epithelial cell differentiation","1/96","15/12100",0.112682426225448,0.355948600289465,0.314450846756794,"HIF1A",1
